"skey	se	lc_se_nm	cmpnm	detail_info	cvntl_knd_nm	image_url	writng_de",,,,
"212	도시철도역 주변우수업체	1호선	중앙모밀	상 호 (전화번호) : 중앙모밀 (051-246-8686)주 소 : 부산 중구 중앙대로49번길 9-1	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=961	2018-12-31 13:26",,,,
"213	도시철도역 주변우수업체	1호선	남포멸치국수	""상 호 (전화번호) : 남포멸치국수 (051-256-2346) 주 소 : 중구 구덕로 48번길 4 위 치 : 남포역 1번출구에서 5분 테이블 수 : 전체 22", 입식 22," 주메뉴 : 멸치국수 * 식당 건물 출입구로 들어가서 경사로 이용""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=960	2018-12-31 11:52",,
"214	도시철도역 주변우수업체	1호선	국제상인	""상 호 (전화번호) : 국제상인 (051-462-1223 주 소 : 부산 중구 해관로 60-1 위 치 : 중앙역13번출구에서 1분 테이블 수 : 전체 16", 입식 16, 주메뉴 : 짬뽕," 족발 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=938	2018-12-21 19:39",
"215	도시철도역 주변우수업체	1호선	백대감(코다리)	""상호(전화번호) : 백대감 코다리 (051-246-9371)주소 : 서구 구덕로199번길 17위치 : 토성역 5번출구 도보6분거리 테이블 수 : 전체 15", 입식 11," 주메뉴 : 코다리찜""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=884	2018-11-01 10:23",,
"216	도시철도역 주변우수업체	1호선	바우갈비찜탕	상 호(전화번호) : 바우갈비찜.탕 (051-292-1522)주소 : 사하구 낙동대로 233 1층 위치 : 괴정역 4번출구 도보 2분거리 주메뉴 : 갈비탕	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=883	2018-11-01 10:07",,,,
"217	도시철도역 주변우수업체	1호선	채선당SHABU	""상 호 (전화번호) : 채선당SHABU (051-861 ? 0005) 주소 : 부산진구 연수로 6-1 지하 1층 위치 : 양정역 2번출구에서 4번 출구 방향으로 도보로 4분  테이블 수 : 전체16 입식16"," 주메뉴 : 샤브샤브""	입식테이블|음식점|경사로|이용가능시설|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=842	2018-08-20 15:17",,,
"218	도시철도역 주변우수업체	1호선	포항집	""상 호 (전화번호) : 포항집 (051-263-0527)주 소 : 사하구 몰운대1길 31위 치 : 다대포해수욕장역 4번출구에서 5분테이블 수 : 전체 16", 입식 10," 주메뉴 : 꼼장어구이""	입식테이블|음식점	http://www.wheelbusan.or.kr/board/file/download?board_number=836	2018-08-07 11:10",,
"219	도시철도역 주변우수업체	1호선	태평양 꼼장어	""상 호 (전화번호) : 태평양 꼼장어 (051-262-6686)주 소 : 사하구 몰운대1길 31위 치 : 다대포해수욕장역", 4번출구에서 5분 테이블 수 : 전체 12, 입석 12," 주메뉴 : 꼼장어구이""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=835	2018-08-07 11:06",
"220	도시철도역 주변우수업체	1호선	부산숯불장어. 꼼장어	""상 호 (전화번호) : 부산숯불장어. 꼼장어 (051-264-8777)주 소 : 사하구 다대로 663위 치 : 다대포해수욕장역 2-4번 출구에서 2분거리테이블 수 : 전체 8", 입식 5," 주메뉴 : 꼼장어구이 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=812	2018-07-17 14:34",,
"221	도시철도역 주변우수업체	1호선	별난멸치국수	""상 호 (전화번호) : 별난멸치국수 (051-266-2668)주 소 : 사하구 다대로 700위 치 : 다대포해수욕장역 1번출구에서 1분거리테이블 수 : 전체 15", 입석 15," 주메뉴 : 멸치국수""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=597	2018-06-18 11:25",,
"222	도시철도역 주변우수업체	1호선	와사비꼬막정식	""상 호 (전화번호) : 별난멸치국수 (051-266-2668) 주 소 : 사하구 다대로 700 위 치 : 다대포해수욕장역 1번출구에서 1분거리 테이블 수 : 전체 15", 입석 15," 주메뉴 : 멸치국수""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=596	2018-06-18 11:23",,
"223	도시철도역 주변우수업체	1호선	대복식당	""상 호 (전화번호) : 대복식당 (051-264-9897)주 소 : 사하구 다대동로 29위 치 : 다대포항역 2번출구에서 5분테이블 수 : 전체 13", 입식 9," 주메뉴 : 장어추어탕""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=595	2018-06-18 11:21",,
"224	도시철도역 주변우수업체	1호선	의령와인삼겹살	""상 호 (전화번호) : 의령와인삼겹살 (051-265-2215)주 소 : 사하구 다대동 1074 진요빌딩 2층위 치 : 다대포항역 3번출구에서 1분테이블 수 : 전체 16", 입식 8," 주메뉴 : 와인삼겹살""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=594	2018-06-18 11:18",,
"225	도시철도역 주변우수업체	1호선	봉평메밀마당	""상 호 (전화번호) : 봉평메밀마당 (070-8187-6186)주 소 : 사하구 다송로 38위 치 : 낫개역 4번출구에서 5분테이블 수 : 전체 19", 입식 19," 주메뉴 : 메밀막국수""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=593	2018-06-18 11:16",,
"226	도시철도역 주변우수업체	1호선	낭만연어	""상 호 (전화번호) : 낭만연어 (051-266-1582)주 소 : 사하구 다송로72길 51위 치 : 낫개역 4번출구에서 10분테이블 수 : 전체 11", 입식 11," 주메뉴 : 숙성연어사시미""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=592	2018-06-18 11:14",,
"227	도시철도역 주변우수업체	1호선	통영회센터	""상 호 (전화번호) : 통영회센터 (051-264-5450)주 소 : 사하구 다대로320길 4위 치 : 신장림역 1번출구에서 3분테이블 수 : 전체 12", 입식 7 ," 주메뉴 : 모듬회""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=591	2018-06-18 11:11",,
"228	도시철도역 주변우수업체	1호선	용문각	""상 호 (전화번호) : 용문각 (051-263-9494)주 소  : 사하구 다대로 289위 치 : 신장림역 4번출구에서 7분테이블 수 : 전체 5", 입식 5," 주메뉴 : 짜장면""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=590	2018-06-18 11:08",,
"229	도시철도역 주변우수업체	1호선	더만소	""상 호 (전화번호) : 더만소 (051-264-9294)주 소 : 사하구 장평로 178위 치 : 장림역 3번출구에서 7분테이블 수 : 전체 35", 입식 6," 주메뉴 : 생갈비살 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=589	2018-06-18 11:05",,
"230	도시철도역 주변우수업체	1호선	홍콩반점	""상 호 (전화번호) : 홍콩반점 (051-266-0410)주 소  : 사하구 장림2동 316-2 청룡타워위 치 : 장림역 1번출구에서 3분테이블 수 : 전체 15", 입식 10," 주메뉴 : 짬뽕 ""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=588	2018-06-18 11:03",,
"231	도시철도역 주변우수업체	1호선	봉평메밀국수 통영굴국밥	""상 호 (전화번호) : 봉평메밀국수 통영굴국밥 (051-206-6035)주 소 : 사하구 신평1동 262-22위 치 : 동매역 4번출구에서 7분테이블 수 : 전체 12", 입식 10," 주메뉴 : 메밀들깨칼국수 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=587	2018-06-18 11:00",,
"232	도시철도역 주변우수업체	1호선	성화아구찜	""상 호 (전화번호) : 성화아구찜 (051-205-3496)주 소 : 사하구 다대로142번길 92위 치 : 동매역 1번출구에서 5분테이블 수 : 전체 3", 입식 3," 주메뉴 : 아구찜 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=586	2018-06-18 10:58",,
"233	도시철도역 주변우수업체	1호선	김해시락국밥	""상 호 (전화번호) : 김해시락국밥 (051-291-1008)주 소  : 사하구 하신번영로151길 10위 치 : 신평역 9번출구에서 2분테이블 수 : 전체 10", 입식 10," 주메뉴 : 시락국밥 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=585	2018-06-18 10:55",,
"234	도시철도역 주변우수업체	1호선	포항물횟집	""상 호 (전화번호) 포항물횟집 (583-1300)주 소 사하구 하신번영로 201-19위 치 9번출구에서 10분테이블 수 / 주메뉴 전체 6", 입식 6 / 물회 12,"000""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=584	2018-06-18 10:51",,
"235	도시철도역 주변우수업체	1호선	시골한방 돼지국밥	""상 호 (전화번호) : 시골한방 돼지국밥 (051-208-0468)주 소 : 사하구 낙동남로 1402위 치 : 하단역 6번출구에서 3분테이블 수 : 전체 28", 입식 15," 주메뉴 : 돼지국밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=583	2018-06-18 10:48",,
"236	도시철도역 주변우수업체	1호선	황상필 생선구이	""상 호 (전화번호) : 황상필 생선구이 (051-206-2468)주 소 : 사하구 하신중앙로 331위 치 : 하단역 6번출구에서 3분테이블 수 : 전체 14", 입식 5," 주메뉴 : 모듬생선구이""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=582	2018-06-18 10:46",,
"237	도시철도역 주변우수업체	1호선	별난멸치국수	""상 호 (전화번호) : 별난멸치국수 (051-208-0998)주 소  : 사하구 하단동 623-39위 치 : 당리역 4번출구에서 1분테이블 수 : 전체 22", 입식 22," 주메뉴 : 멸치국수""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=581	2018-06-18 10:43",,
"238	도시철도역 주변우수업체	1호선	물만난고기	""상 호 (전화번호) : 물만난고기 (070-8181-0021)주 소 : 사하구 낙동대로398길 20위 치 : 당리역 1번출구에서 2분테이블 수 : 전체 8", 입식 8," 주메뉴 : 점심특선""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=580	2018-06-18 10:30",,
"239	도시철도역 주변우수업체	1호선	초원아구찜	""상 호 (전화번호) : 초원아구찜 (051-205-1919)주 소 : 사하구 낙동대로309길 18위 치 : 사하역 4번출구에서 3분테이블 수 : 전체 8", 입식 8," 주메뉴 : 아구찜""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=579	2018-06-18 10:28",,
"240	도시철도역 주변우수업체	1호선	피자1번가	""상 호 (전화번호) : 피자1번가 (051-293-9133)주 소 : 사하구 괴정동1102-5위 치 : 사하역 1번출구에서 4분테이블 수 : 전체 4", 입식 4," 주메뉴 :  치즈피자""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=578	2018-06-18 10:25",,
"241	도시철도역 주변우수업체	1호선	쿠우쿠우	""상 호 (전화번호) : 쿠우쿠우 (051-204-6274)주 소  : 사하구 사하로 200 형지스퀘어 11층위 치 : 괴정역 4번출구에서 2분테이블 수 : 전체 49", 입식 23," 주메뉴 : 스시부페 ""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=577	2018-06-18 10:22",,
"242	도시철도역 주변우수업체	1호선	락앤웍	""상 호 (전화번호) : 락앤웍 (051-710-6100)주 소 : 사하구 사하로 200 형지스퀘어 2층위 치 : 괴정역 4번출구에서 2분테이블 수 : 전체 24", 입식 24," 주메뉴 : 짬뽕 ""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=576	2018-06-18 10:20",,
"243	도시철도역 주변우수업체	1호선	밀양가산 돼지국밥	""상 호 (전화번호) : 밀양가산 돼지국밥 (051-207-4481)주 소 : 사하구 괴정동 305-7위 치 : 대티역 2번출구에서 3분테이블 수 : 전체 25", 입식 14," 주메뉴 : 돼지국밥""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=575	2018-06-18 10:17",,
"244	도시철도역 주변우수업체	1호선	돈아돈아	""상 호 (전화번호) : 돈아돈아 (051-205-8982)주 소 : 사하구 사리로 15위 치 : 대티역 2번출구에서 3분테이블 수 : 전체 22", 입식 17," 주메뉴 : 통생삼겹살 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=574	2018-06-18 10:14",,
"245	도시철도역 주변우수업체	1호선	봉평메밀면가	""상 호 (전화번호) : 봉평메밀면가 (051-246-2434)주 소 : 서구 구덕로339번길 31위 치 : 서대신역 3번출구에서 5분테이블 수 : 전체 10", 입식 4," 주메뉴 : 물막국수""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=573	2018-06-18 10:11",,
"246	도시철도역 주변우수업체	1호선	153전통단팥죽	""상 호 (전화번호) 153전통단팥죽 (263-0153)주 소 서구 대티로 177위 치 3번출구에서 4분테이블 수 / 주메뉴 전체 5", 입식 5 / 단팥죽 4,"000""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=572	2018-06-18 10:07",,
"247	도시철도역 주변우수업체	1호선	3678통장어	""상 호 (전화번호) : 3678통장어 (051-242-3678)주 소 : 서구 동대신동1가 153-15위 치 : 동대신역 3번출구에서 10분테이블 수 : 전체 15", 입식 7," 주메뉴 : 장어구이 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=571	2018-06-18 10:04",,
"248	도시철도역 주변우수업체	1호선	쌍둥이네 왕갈비	""상 호 (전화번호) 쌍둥이네 왕갈비 (244-9587)주 소 서구 대영로74길 35위 치 3번출구에서 10분테이블 수 / 주메뉴 전체 16", 입식 8 / 돼지왕갈비 9,"000""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=570	2018-06-18 10:01",,
"249	도시철도역 주변우수업체	1호선	아빠곰탕	""상 호 (전화번호) : 아빠곰탕 (051-248-7778)주 소 : 서구 아미동2가 21번지 1층위 치 : 토성역 5번출구에서 10분테이블 수 : 전체 14", 입식 14," 주메뉴 : 진곰탕 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=569	2018-06-18 9:58",,
"250	도시철도역 주변우수업체	1호선	백련가	""상 호 (전화번호) 백련가 (245-8114)주 소 서구 구덕로165번길 16-8위 치 5번출구에서 5분테이블 수 / 주메뉴 전체 29", 입식 12 / 불고기정식 10,"000""	이용가능시설|음식점|입식테이블	http://www.wheelbusan.or.kr/board/file/download?board_number=568	2018-06-18 9:55",,
"251	도시철도역 주변우수업체	1호선	미정횟집	""상 호 (전화번호) : 미정횟집 (051-246-9847)주 소 : 중구 남포동5가 109번지 7-4위 치 : 자갈치역 8번출구에서 7분테이블 수 : 전체 55", 입식 22,"주메뉴 : 모듬회 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=567	2018-06-18 9:48",,
"252	도시철도역 주변우수업체	1호선	다도해	상 호 (전화번호) : 다도해 (051-464-3680) 주 소 : 부산 중구 자갈치해안로 52 자갈치시장	이용가능시설|장애인전용 주차구역|엘리베이터|음식점|입식테이블	http://www.wheelbusan.or.kr/board/file/download?board_number=566	2018-06-18 9:45",,,,
"253	도시철도역 주변우수업체	1호선	남포집	""상 호 (전화번호) : 남포집 (051-257-2555)주 소 : 중구 광복동1가 19-1위 치 : 남포역 7번출구 광복로 입구 쪽테이블 수 : 전체 10", 입식 10," 주메뉴 : 묵은지김치전골""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=565	2018-06-18 9:42",,
"254	도시철도역 주변우수업체	1호선	남포밀면	""상 호 (전화번호) : 남포밀면 (051-246-3435)주 소 : 중구 광복로 50위 치 : 남포역 1번출구에서 5분테이블 수 : 전체 16", 입식 11," 주메뉴 : 밀면""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=564	2018-06-18 9:39",,
"255	도시철도역 주변우수업체	1호선	상짱	""상 호 (전화번호) : 상짱 (051-469-5860)주 소 : 중구 해관로 59-1위 치 : 중앙역13번출구에서 3분테이블 수 : 전체 10", 입식 9," 주메뉴 : 새우튀김정식""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=563	2018-06-18 9:36",,
"256	도시철도역 주변우수업체	1호선	희정식당	""상 호 (전화번호) 희정식당 (462-6318)주 소 중구 중앙대로81길 4-11위 치 13번출구에서 10분테이블 수 / 주메뉴 전체 36", 입식 9 / 대구탕 7,"000""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=562	2018-06-18 9:33",,
"257	도시철도역 주변우수업체	1호선	돌담집	""상 호 (전화번호) 돌담집 (466-1670)주 소 동구 중앙대로214번길 7-9위 치 4번출구에서 8분거리 (아스티호텔 맞은편)테이블 수 / 주메뉴 전체 25", 입식 14 / 동태찌개 7,"000""	자동문|이용가능시설|음식점|입식테이블	http://www.wheelbusan.or.kr/board/file/download?board_number=561	2018-06-18 9:31",,
"258	도시철도역 주변우수업체	1호선	스시보노	""상 호 (전화번호) : 스시보노 (051-442-2982)주 소 : 동구 중앙대로 206 1층위 치 : KTX부산역사 1층테이블 수 : 전체 5", 입식 5," 주메뉴 : 초밥 ""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=560	2018-06-18 9:27",,
"259	도시철도역 주변우수업체	1호선	해금강	""상 호 (전화번호) : 해금강 (051-403-8888)주 소 : 동구 중앙대로196길 16-12 온박스빌딩 1층위 치 : 부산역4번출구에서 15분테이블 수 : 전체 40", 입식 38," 주메뉴 : 왕갈비탕""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=559	2018-06-18 9:25",,
"260	도시철도역 주변우수업체	1호선	풍기삼계탕	""상 호 (전화번호) : 풍기삼계탕 (051-465-7377)주 소 : 동구 초량3동 1163-8위 치 : 초량역8번출구에서 5분테이블 수 : 전체 16", 입식 4," 주메뉴 : 삼계탕""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=558	2018-06-18 9:22",,
"261	도시철도역 주변우수업체	1호선	락앤웍	""상 호 (전화번호) : 락앤웍 (051-469-9244)주 소 : 동구 중앙대로 297위 치 : 초량역7번출구에서 5분테이블 수 : 전체 55", 입식 55," 주메뉴 : 짜장면""	입식테이블|음식점|이용가능시설|자동문|장애인전용 주차구역|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=557	2018-06-18 9:20",,
"262	도시철도역 주변우수업체	1호선	77돼지 숯불갈비	""상 호 (전화번호) : 77돼지 숯불갈비 (051-466-0777)주 소 : 동구 진성로9길 30-1위 치 : 부산진역5번출구에서 3분테이블 수 : 전체 21", 입식 7," 주메뉴 : 목살양념구이""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=556	2018-06-18 9:17",,
"263	도시철도역 주변우수업체	1호선	풍미식당	""상 호 (전화번호) : 풍미식당 (051-642-5154)주 소 : 동구 범일2동 830위 치 : 범일역6번출구에서 5분테이블 수 : 전체 10", 입식 5," 주메뉴 : 고등어구이 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=555	2018-06-18 9:14",,
"264	도시철도역 주변우수업체	1호선	부뚜막	""상 호 (전화번호) : 부뚜막 (051-642-9595)주 소 : 부산진구 범천동 898-2위 치 : 범일역9번출구에서 2분테이블 수 : 전체 7", 입식 5," 주메뉴 : 된장찌개""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=554	2018-06-18 9:11",,
"265	도시철도역 주변우수업체	1호선	남강면옥	""상 호 (전화번호) : 남강면옥 (051-634-9118)주 소 : 부산진구 신천대로65길 68위 치 : 범내골역5번출구에서 3분테이블 수 : 전체 24", 입식 11," 주메뉴 : 갈비탕 ""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=553	2018-06-18 9:07",,
"266	도시철도역 주변우수업체	1호선	함안장터대구식당	""상 호 (전화번호) : 함안장터대구식당 (051-636-3939)주 소 : 부산진구 범천동869-27번지위 치 : 범내골역7번출구에서 5분테이블 수 : 전체 19", 입식12," 주메뉴 : 한우국밥""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=552	2018-06-18 9:04",,
"267	도시철도역 주변우수업체	1호선	오롯이닭개장	""상 호 (전화번호) : 오롯이닭개장 (051-806-0911)주 소 : 부산진구 동천로 89위 치 : 서면역6번출구에서 10분테이블 수 : 전체 9", 입식 6," 주메뉴 : 닭볶음탕 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=551	2018-06-18 9:01",,
"268	도시철도역 주변우수업체	1호선	동강한우참숯구이	""상 호 (전화번호) : 동강한우참숯구이 (051-807-8505)주 소 : 부산진구 부전동 406-33동강빌딩위 치 : 서면역9번출구에서 10분테이블 수 : 전체 26", 입식 26," 주메뉴 : 한방갈비탕 ""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=550	2018-06-18 8:58",,
"269	도시철도역 주변우수업체	1호선	부대천하	""상 호 (전화번호) 부대천하 (803-2589)주 소 부산진구 서면로68길 47위 치 7번출구에서 7분테이블 수 / 주메뉴 전체 7", 입식 7 / 천하부대찌개 7,"000""	자동문|이용가능시설|경사로|음식점|입식테이블	http://www.wheelbusan.or.kr/board/file/download?board_number=549	2018-06-18 8:55",,
"270	도시철도역 주변우수업체	1호선	마스타철판	""상 호 (전화번호) : 마스타철판 (010-7560-4377)주 소 : 부산진구 동천로 92 NC백화점 6층 위 치 : 서면역6번출구에서 7분테이블 수 : 전체 80", 입식 80," 주메뉴 : 철판볶음밥""	입식테이블|음식점|이용가능시설|자동문|장애인전용 주차구역|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=548	2018-06-18 8:52",,
"271	도시철도역 주변우수업체	1호선	청양일초 쭈꾸미	""상 호 (전화번호) : 청양일초 쭈꾸미 (051-803-1313)주 소 : 부산진구 전포동 874-20위 치 : 부전역6번출구에서 2분테이블 수 : 전체 17", 입식 17," 주메뉴 :  웰빙쭈꾸미""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=544	2018-06-15 16:51",,
"272	도시철도역 주변우수업체	1호선	한끼밥상	""상 호 (전화번호) : 한끼밥상 (051-803-0648)주 소 : 부산진구 중앙대로 790위 치 : 부전역6번출구에서 1분테이블 수 : 전체 10", 입식 10," 주메뉴 : 한끼세트""	입식테이블|음식점|경사로|이용가능시설|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=541	2018-06-15 16:48",,
"273	도시철도역 주변우수업체	1호선	원조나라곰탕	""상 호 (전화번호) : 원조나라곰탕 (051-865-6336)주 소 : 부산진구 동평로420길 13위 치 : 양정역1번출구에서 3분테이블 수 : 전체 14", 입식 9," 주메뉴 : 꼬리곰탕 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=539	2018-06-15 16:46",,
"274	도시철도역 주변우수업체	1호선	지리산어탕국수	""상 호 (전화번호) : 지리산어탕국수 (051-867-2212)주 소 : 부산진구 거제천로40길 20위 치 : 시청역3번출구에서 6분테이블 수 : 전체 12", 입식 8," 주메뉴 : 어탕국수""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=537	2018-06-15 16:43",,
"275	도시철도역 주변우수업체	1호선	해풍코다리	""상 호 (전화번호) : 해풍코다리 (051-862-6202)주 소 : 연제구 연산동 1366-1 (더샵 시티에비뉴상가 103호)위 치 : 시청역5번출구에서 3분테이블 수 : 전체 15", 입식 15," 주메뉴 : 코다리조림""	입식테이블|음식점|경사로|이용가능시설|장애인전용 주차구역	http://www.wheelbusan.or.kr/board/file/download?board_number=535	2018-06-15 16:40",,
"276	도시철도역 주변우수업체	1호선	교동전선생	""상 호 (전화번호) : 교동전선생 (051-868-8898)주 소 : 연제구 연산동 1371-9위 치 : 시청역5번출구에서 5분 테이블 수 : 전체 19", 입식 19," 주메뉴 : 김치찌개정식""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=534	2018-06-15 16:37",,
"277	도시철도역 주변우수업체	1호선	더 맛있는 낙지	""상 호 (전화번호) : 더 맛있는 낙지 (051-852-1424)주 소 : 연제구 거제천로 63위 치 : 시청역3번출구에서 7분테이블 수 : 전체 14", 입식 8," 주메뉴 : 빨간낙지 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=533	2018-06-15 16:35",,
"278	도시철도역 주변우수업체	1호선	바푸리 숯불김밥	""상 호 (전화번호) : 바푸리 숯불김밥 (070-4740-7777)주 소 : 연제구 중앙대로 1111위 치 : 연산역5번출구에서 2분테이블 수 : 전체 9", 입식 4," 주메뉴 :  숯불김밥 ""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=532	2018-06-15 16:32",,
"279	도시철도역 주변우수업체	1호선	활스시	""상 호 (전화번호) : 활스시 (051-861-6636)주 소 : 연제구 월드컵대로119길 14위 치 : 연산역2번출구에서 3분테이블 수 : 전체 3", 입식 3," 주메뉴 : 초밥 ""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=531	2018-06-15 16:29",,
"280	도시철도역 주변우수업체	1호선	대가참치	""상 호 (전화번호) : 대가참치 (051-852-0030)주 소 : 연제구 월드컵대로145길 29위 치 : 연산역3번출구에서 3분테이블 수 : 전체 7", 입식 7," 주메뉴 : 생선구이정식""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=530	2018-06-15 16:26",,
"281	도시철도역 주변우수업체	1호선	연산군	""상 호 (전화번호) : 연산군 (051-862-8292)주 소 : 연제구 월드컵대로 144위 치 : 연산역5번출구에서 3분테이블 수 : 전체 16", 입식 8," 주메뉴 : 참나무삼겹살""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=520	2018-06-15 15:55",,
"282	도시철도역 주변우수업체	1호선	오정은김밥	""상 호 (전화번호) : 오정은김밥 (051-507-5733)주 소 : 연제구 명륜로2길 8위 치 : 교대역4번출구에서 1분테이블 수 : 전체 3", 입식 3," 주메뉴 : 야채김밥 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=518	2018-06-15 15:53",,
"283	도시철도역 주변우수업체	1호선	김밥일번지	""상 호 (전화번호) : 김밥일번지 (051-501-6062)주 소 : 연제구 중앙대로 1206위 치 : 교대역4번출구에서 1분테이블 수 : 전체 6", 입식 6," 주메뉴 : 우엉김밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=517	2018-06-15 15:50",,
