SKEY,SE,LC_SE_NM,CMPNM,DETAIL_INFO,CVNTL_KND_NM,IMAGE_URL,WRITNG_DE
521,도시철도 음식점,3호선,단물곤물찜닭백숙 사직점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
522,도시철도 음식점,4호선,함흥냉면전문점 함경면옥 동래본점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
523,관광지 음식점,청사포/다릿돌전망대,카페 스왈로우,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
524,관광지 음식점,기타관광지,해동밥상,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/400a02?init,
525,도시철도 음식점,4호선,막썰어횟집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
526,관광지 음식점,기타관광지,홍보석,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
527,관광지 음식점,해운대,수백진국,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
528,관광지 음식점,광안리,디에이블 광안점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,엘리베이터",http://www.wheelbusan.or.kr/board/list/400a02?init,
529,도시철도 음식점,2호선,대통령수육국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
530,도시철도 음식점,2호선,언양불고기부산집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
531,도시철도 음식점,1호선,조방낙지 장림직영점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
532,도시철도 음식점,1호선,홍보석 현대백화점부산점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
533,도시철도 음식점,1호선,써브웨이 부산진역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
534,도시철도 음식점,2호선,통영어부의밥상,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
535,도시철도 음식점,1호선,LA즉석돈까스,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
536,관광지 음식점,기타관광지,아빠곰탕,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
537,관광지 음식점,기타관광지,백대감 코다리,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
538,관광지 음식점,기타관광지,복순도가,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
539,관광지 음식점,청사포/다릿돌전망대,착한횟집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
540,도시철도 음식점,1호선,신라해장국 동광점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
541,관광지 음식점,기타관광지,동래할매파전,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
542,관광지 음식점,기타관광지,토끼정,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/400a02?init,
543,관광지 음식점,기타관광지,면주방,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/400a02?init,
544,관광지 음식점,기타관광지,외식1번가,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,엘리베이터",http://www.wheelbusan.or.kr/board/list/400a02?init,
545,관광지 음식점,기타관광지,옹기마을,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/400a02?init,
546,관광지 음식점,UN기념공원,가문의족발,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
547,관광지 음식점,구포무장애숲길,삼겹파티 구남점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
548,관광지 음식점,기타관광지,오복미역,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,자동문,장애인전용주차구역,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
549,관광지 음식점,광안리,샤브막심,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
550,관광지 음식점,성지곡유원지,초읍밀면칼국수,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
551,관광지 음식점,송도,안경희낙지볶음개미집 송도점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,엘리베이터",http://www.wheelbusan.or.kr/board/list/400a02?init,
552,도시철도 음식점,김해 경전철,장선생 돼지짜글이동태탕 본점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인전용주차구역,장애인화장실,입식테이블,음식점,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
553,관광지 음식점,광안리,할매재첩국 부산본점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,장애인전용주차구역,입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
554,도시철도 음식점,2호선,할매재첩국 부산본점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
555,도시철도 음식점,4호선,동래할매파전,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
556,도시철도 음식점,1호선,백대감코다리,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
557,도시철도 음식점,동해선,고메밀면,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
558,도시철도 음식점,1호선,태평양산꼼장어,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
559,관광지 음식점,다대포/아미산전망대,와사비꼬막정식 다대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
560,도시철도 음식점,1호선,부산숯불장어. 꼼장어,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
561,관광지 음식점,다대포/아미산전망대,부산숯불장어. 꼼장어,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
562,도시철도 음식점,4호선,구기영 조방낙지 본점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
563,도시철도 음식점,동해선,수제왕돈까스,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,입식테이블,음식점,경사로,이용가능시설,자동문,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
564,도시철도 음식점,동해선,Food Cafe 김밥천국 해운대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
565,도시철도 음식점,동해선,콩마을,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인전용주차구역,장애인화장실,입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
566,도시철도 음식점,동해선,제주대패삼겹,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
567,도시철도 음식점,동해선,장수촌24시 순대돼지국밥 수안점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,입식테이블,음식점,경사로",http://www.wheelbusan.or.kr/board/list/200a01?init,
568,도시철도 음식점,동해선,순대전골 그리고 국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
569,도시철도 음식점,동해선,한방장어구이 사직거제점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
570,도시철도 음식점,3호선,송화루,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
571,도시철도 음식점,3호선,한마당삼겹막창,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
572,도시철도 음식점,3호선,원가네 닭한마리국수 만덕점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
573,도시철도 음식점,3호선,봉자숯불구이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
574,도시철도 음식점,3호선,조방낙지 대저점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
575,도시철도 음식점,3호선,뷔페남분식녀,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
576,도시철도 음식점,4호선,춘하추동 반송점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
577,도시철도 음식점,4호선,우리식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
578,도시철도 음식점,4호선,이비가짬뽕 부산석대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
579,도시철도 음식점,4호선,추어탕생오리촌,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
580,관광지 음식점,성지곡유원지,원조 외할매국수,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,입식테이블,음식점,경사로",http://www.wheelbusan.or.kr/board/list/400a02?init,
581,관광지 음식점,성지곡유원지,초읍갈비,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
582,관광지 음식점,영도대교/남포동/광복동,원조여의주 장어구이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
583,관광지 음식점,영도대교/남포동/광복동,진주집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
584,관광지 음식점,영도대교/남포동/광복동,큰집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
585,관광지 음식점,해운대,춘하추동밀면 해운대직영점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
586,관광지 음식점,해운대,해운대大동일,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
587,관광지 음식점,해운대,할매집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
588,관광지 음식점,광안리,홍유단,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
589,도시철도 음식점,2호선,제주돈이랑,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
590,도시철도 음식점,2호선,호포꼬리곰탕,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
591,도시철도 음식점,3호선,미가생태탕,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
592,도시철도 음식점,3호선,더도이종가집돼지국밥 사직점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
593,도시철도 음식점,3호선,신라해장국 사직점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
594,도시철도 음식점,3호선,장수촌24시 순대돼지국밥 사직점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,장애인전용주차구역,입식테이블,음식점",http://www.wheelbusan.or.kr/board/list/200a01?init,
595,도시철도 음식점,2호선,송담추어탕 금곡점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
596,도시철도 음식점,2호선,부자네맷돌순두부,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
597,도시철도 음식점,2호선,진주비빔밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
598,도시철도 음식점,2호선,정경애코다리,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
599,도시철도 음식점,2호선,명가숯불장어구이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
600,도시철도 음식점,2호선,연일곱창,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
601,도시철도 음식점,2호선,더도이 종가집 돼지국밥 문현점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
602,도시철도 음식점,2호선,개정,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
603,도시철도 음식점,2호선,루이하우스,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역,엘리베이터,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
604,도시철도 음식점,2호선,오복미역 개금점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,입식테이블,음식점,이용가능시설,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
605,도시철도 음식점,2호선,삼창식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
606,도시철도 음식점,2호선,항도오복맛집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
607,도시철도 음식점,2호선,오늘김해뒷고기 괘법점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
608,도시철도 음식점,2호선,최뼈다구 해장국 사상점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
609,도시철도 음식점,2호선,해운대신대구탕(해운대연가),출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/200a01?init,
610,도시철도 음식점,2호선,대박집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
611,도시철도 음식점,2호선,24시전주명가콩나물국밥 덕포점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
612,도시철도 음식점,2호선,오리명가,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
613,도시철도 음식점,2호선,삼겹파티 구남점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
614,도시철도 음식점,2호선,불란다쭈꾸미 덕천점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
615,도시철도 음식점,2호선,불막열삼 화명수정점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
616,도시철도 음식점,2호선,황고집 돼지국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
617,도시철도 음식점,2호선,참숯갈비살 금곡점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
618,도시철도 음식점,동해선,기장싱싱대게,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
619,도시철도 음식점,동해선,태성추어탕 부산기장점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
620,도시철도 음식점,동해선,할매손 충무김밥 동부산아울렛점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
621,도시철도 음식점,동해선,홍원막국수 롯데아울렛프리미엄동부산점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문,장애인전용주차구역,엘리베이터",http://www.wheelbusan.or.kr/board/list/200a01?init,
622,도시철도 음식점,동해선,국시한그릇,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
623,도시철도 음식점,동해선,辛선지국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
624,도시철도 음식점,1호선,홍콩반점 부산장림점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
625,도시철도 음식점,1호선,용문각,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
626,도시철도 음식점,1호선,통영회센터,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
627,도시철도 음식점,1호선,봉평메밀마당 다대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
628,도시철도 음식점,1호선,대복식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
